dataset_id,original,paraphrased,sentiment,original_clean,paraphrased_clean,semantic_distance
1,@titarodriguez I miss you too  thanks. Hey u have a season pass?,"@titarodriguez I miss you as well, thank you. Do you happen to have a season pass?",negative,@titarodriguez I miss you too  thanks. Hey u have a season pass?,"@titarodriguez I miss you as well, thank you. Do you happen to have a season pass?",0.06428313
1,@burdzelkrai and time is going to fly by so fast...im going to miss you Natty   but thanks to twitter will be updated with everything lol,"@burdzelkrai and time will pass so quickly...I'm going to miss you Natty, but at least Twitter will keep me posted on everything haha",negative,@burdzelkrai and time is going to fly by so fast...im going to miss you Natty   but thanks to twitter will be updated with everything lol,"@burdzelkrai and time will pass so quickly...I'm going to miss you Natty, but at least Twitter will keep me posted on everything haha",0.052316546
1,ugh i tried. but im still awake ,"ugh I made an effort, but I'm still not asleep",negative,ugh i tried. but im still awake,"ugh I made an effort, but I'm still not asleep",0.3002072
1,&quot;The Lighthouse (made in Blender)&quot; http://tr.im/nfrl - cursilerÃ­a de ALTO nivel ,"""The Lighthouse (created in Blender)"" http://tr.im/nfrl - HIGH level kitsch",positive,"""The Lighthouse (made in Blender)"" http://tr.im/nfrl - cursilería de ALTO nivel","""The Lighthouse (created in Blender)"" http://tr.im/nfrl - HIGH level kitsch",0.31779122
1,@TraceyIsTra  good evening   11.00pm here,"@TraceyIsTra hello there, it's 11 PM on my end",positive,@TraceyIsTra  good evening   11.00pm here,"@TraceyIsTra hello there, it's 11 PM on my end",0.16649735
4,"As ex-Marine Walter, who may or may not have shot Kennedy, actor Raymond J. Barry is perfectly creepy and believable.","Actor Raymond J. Barry delivers a flawlessly unsettling and convincing performance as former Marine Walter, who might have been Kennedy's assassin.",positive,"As ex-Marine Walter, who may or may not have shot Kennedy, actor Raymond J. Barry is perfectly creepy and believable.","Actor Raymond J. Barry delivers a flawlessly unsettling and convincing performance as former Marine Walter, who might have been Kennedy's assassin.",0.14953005
1,has a bitch of a headache ,has a terrible headache,negative,has a bitch of a headache,has a terrible headache,0.22675085
1,@Rafeon weekend PLANS? (falls off chair laughing)! Unless something unusual happns this wknd will b like last: spent making PLANS!    U?,"@Rafeon Any weekend PLANS? (collapses in laughter)! Unless something unexpected occurs, this weekend will be just like the previous one: spent creating PLANS! How about you?",positive,@Rafeon weekend PLANS? (falls off chair laughing)! Unless something unusual happns this wknd will b like last: spent making PLANS!    U?,"@Rafeon Any weekend PLANS? (collapses in laughter)! Unless something unexpected occurs, this weekend will be just like the previous one: spent creating PLANS! How about you?",0.15787017
1,"what yall doing, im soooo fxckin bored ",What's everyone up to? I'm incredibly bored right now.,negative,"what yall doing, im soooo fxckin bored",What's everyone up to? I'm incredibly bored right now.,0.43745446
1,It could be worse. Stuck in a boring seminar before heading to vmug. Wish you could twit me a pint ,It's not the worst situation. Trapped in a dull seminar before going to vmug. Would be nice if you could tweet me a beer,negative,It could be worse. Stuck in a boring seminar before heading to vmug. Wish you could twit me a pint,It's not the worst situation. Trapped in a dull seminar before going to vmug. Would be nice if you could tweet me a beer,0.25024444
1,Ok I seriously need to go to bed now...I am putting the iPhone DOWN!!!  xx,"Alright, I really have to get some sleep now...I'm setting my phone ASIDE!!! xx",positive,Ok I seriously need to go to bed now...I am putting the iPhone DOWN!!!  xx,"Alright, I really have to get some sleep now...I'm setting my phone ASIDE!!! xx",0.22807348
1,Birthday beer  http://yfrog.com/2rzc0j,Celebrating my birthday with a beer http://yfrog.com/2rzc0j,positive,Birthday beer  http://yfrog.com/2rzc0j,Celebrating my birthday with a beer http://yfrog.com/2rzc0j,0.10292339
1,@aprilyim I'm sure you are.  Now go to bed.,@aprilyim I have no doubt about that. Time to get some sleep now.,positive,@aprilyim I'm sure you are.  Now go to bed.,@aprilyim I have no doubt about that. Time to get some sleep now.,0.26319456
1,"hablaaaaame  oh well, theres always others","talk to meeeeee  oh well, there are always others",negative,"hablaaaaame  oh well, theres always others","talk to meeeeee  oh well, there are always others",0.5231339
1,"@cosleia I'm sorry you got all grouchy, what happened?   Boll Weevil is SUCH a comfort spot, I don't blame you going there.","@cosleia I'm sorry you're feeling so irritable, what's wrong? Boll Weevil is SUCH a cozy refuge, I totally understand why you'd head there.",negative,"@cosleia I'm sorry you got all grouchy, what happened?   Boll Weevil is SUCH a comfort spot, I don't blame you going there.","@cosleia I'm sorry you're feeling so irritable, what's wrong? Boll Weevil is SUCH a cozy refuge, I totally understand why you'd head there.",0.14235985
4,"If I want music, I'll buy the soundtrack.","If I'm interested in the music, I'll purchase the soundtrack.",negative,"If I want music, I'll buy the soundtrack.","If I'm interested in the music, I'll purchase the soundtrack.",0.108204246
4,Should have been worth cheering as a breakthrough but is devoid of wit and humor.,Ought to have merited celebration as an achievement but lacks any cleverness or comedy.,negative,Should have been worth cheering as a breakthrough but is devoid of wit and humor.,Ought to have merited celebration as an achievement but lacks any cleverness or comedy.,0.46256012
1,@DanielLavin http://twitpic.com/37vjv - Yesss. Daniel and I playing the Best Game Ever: Pig Pong. ,@DanielLavin http://twitpic.com/37vjv - Absolutely! Daniel and I are enjoying the Greatest Game of All Time: Pig Pong.,positive,@DanielLavin http://twitpic.com/37vjv - Yesss. Daniel and I playing the Best Game Ever: Pig Pong.,@DanielLavin http://twitpic.com/37vjv - Absolutely! Daniel and I are enjoying the Greatest Game of All Time: Pig Pong.,0.050390244
1,@ShakaZine I wish I had a fun name like that  I heart your ShakaZine handle btw,@ShakaZine I love your ShakaZine username by the way - wish I had such a cool name myself,positive,@ShakaZine I wish I had a fun name like that  I heart your ShakaZine handle btw,@ShakaZine I love your ShakaZine username by the way - wish I had such a cool name myself,0.10240048
1,@gotcoff33  i just might be making another one tonight! ,@gotcoff33 I'm seriously considering making another one this evening!,positive,@gotcoff33  i just might be making another one tonight!,@gotcoff33 I'm seriously considering making another one this evening!,0.1242218
4,"Outside of Burger's desire to make some kind of film, it's really unclear why this project was undertaken","Beyond Burger's wish to create a movie of some sort, it's genuinely puzzling why this project was pursued",negative,"Outside of Burger's desire to make some kind of film, it's really unclear why this project was undertaken","Beyond Burger's wish to create a movie of some sort, it's genuinely puzzling why this project was pursued",0.10025483
1,Is sick as a dog  and is leaving for Bermuda tomorrow!,Is terribly ill and departing for Bermuda tomorrow!,negative,Is sick as a dog  and is leaving for Bermuda tomorrow!,Is terribly ill and departing for Bermuda tomorrow!,0.18892229
1,i'm really really missing my mac this morning  the people who robbed me seriously suck hard.,I'm truly longing for my Mac today - those thieves who stole it are absolutely awful.,negative,i'm really really missing my mac this morning  the people who robbed me seriously suck hard.,I'm truly longing for my Mac today - those thieves who stole it are absolutely awful.,0.23827231
1,i dont understand twitterzzz. ,I don't get Twitter.,negative,i dont understand twitterzzz.,I don't get Twitter.,0.310992
1,@whereskate  noo. what's wrong doll?,"@whereskate oh no, what's the matter sweetie?",negative,@whereskate  noo. what's wrong doll?,"@whereskate oh no, what's the matter sweetie?",0.4945203
4,"A directorial tour de force by Bernard Rose, ivans xtc.","A masterful directorial achievement from Bernard Rose, ivans xtc.",positive,"A directorial tour de force by Bernard Rose, ivans xtc.","A masterful directorial achievement from Bernard Rose, ivans xtc.",0.14942288
1,WHYYY is NOVEMBER sooo FAR AWAY  NEW MOON..please come out now!,"WHY does NOVEMBER have to be SO FAR OFF... NEW MOON, please just release already!",negative,WHYYY is NOVEMBER sooo FAR AWAY  NEW MOON..please come out now!,"WHY does NOVEMBER have to be SO FAR OFF... NEW MOON, please just release already!",0.13513696
1,Why the fuck is it so cold in june!? I'm pretty sure I'm sick now ,Why is it freezing in June!? I'm pretty sure I've caught something now.,negative,Why the fuck is it so cold in june!? I'm pretty sure I'm sick now,Why is it freezing in June!? I'm pretty sure I've caught something now.,0.27411592
1,; at school !    working on music projectt        Chilling With Tino And Rozzzz,At school right now! Working on a music project and hanging out with Tino and Rozzzz,negative,; at school !    working on music projectt        Chilling With Tino And Rozzzz,At school right now! Working on a music project and hanging out with Tino and Rozzzz,0.11745441
1,Makemebad35 &amp; Nigahiga replied to me today! (well yesterday)  its been a GOOD DAY! WHY AM I SUCH A DORK &lt;.&lt;  I love youtube celebs!&lt;33 LOL,Makemebad35 and Nigahiga responded to me today! (actually yesterday) it's been an AMAZING DAY! I'M SUCH A NERD <.< I adore YouTube stars!<33 HAHA,positive,Makemebad35 & Nigahiga replied to me today! (well yesterday)  its been a GOOD DAY! WHY AM I SUCH A DORK <.<  I love youtube celebs!<33 LOL,Makemebad35 and Nigahiga responded to me today! (actually yesterday) it's been an AMAZING DAY! I'M SUCH A NERD <.< I adore YouTube stars!<33 HAHA,0.14652044
1,@EETWiz ? update what?  I am confused ,@EETWiz? What update are you referring to? I'm lost.,negative,@EETWiz ? update what?  I am confused,@EETWiz? What update are you referring to? I'm lost.,0.15902579
1,Im enjoying the first tonight show with conan. ,I'm having a great time watching Conan's debut on the Tonight Show.,positive,Im enjoying the first tonight show with conan.,I'm having a great time watching Conan's debut on the Tonight Show.,0.10685766
1,"@JessButterfly i don't no, i scared, really really ","@JessButterfly I'm not sure, I'm frightened, truly terrified",negative,"@JessButterfly i don't no, i scared, really really","@JessButterfly I'm not sure, I'm frightened, truly terrified",0.12053913
1,"What an amazing day. Warm, sunny and I'm off! Sky HD installed, but TV seems unimpressed with the HDMI 1.1 it offers ","What a fantastic day. It's warm and sunny, and I have the day off! Got Sky HD set up, though the TV doesn't seem thrilled about the HDMI 1.1 connection it provides.",negative,"What an amazing day. Warm, sunny and I'm off! Sky HD installed, but TV seems unimpressed with the HDMI 1.1 it offers","What a fantastic day. It's warm and sunny, and I have the day off! Got Sky HD set up, though the TV doesn't seem thrilled about the HDMI 1.1 connection it provides.",0.1459235
4,They threw loads of money at an idea that should've been so much more even if it was only made for teenage boys and wrestling fans.,"They poured massive amounts of cash into a concept that had the potential to be far greater, even if it was just targeting teenage males and wrestling enthusiasts.",negative,They threw loads of money at an idea that should've been so much more even if it was only made for teenage boys and wrestling fans.,"They poured massive amounts of cash into a concept that had the potential to be far greater, even if it was just targeting teenage males and wrestling enthusiasts.",0.22195417
1,@TerrenceJ106 I got twisted with the bruhs here in DC for the DC PanHell weekend. Im coming down off the high now though ,@TerrenceJ106 I partied hard with the brothers here in DC during the DC PanHell weekend. Starting to come back down to earth now though,negative,@TerrenceJ106 I got twisted with the bruhs here in DC for the DC PanHell weekend. Im coming down off the high now though,@TerrenceJ106 I partied hard with the brothers here in DC during the DC PanHell weekend. Starting to come back down to earth now though,0.37302935
1,@leftyshields no way! ,No way!,negative,@leftyshields no way!,No way!,0.67290914
1,"@Domness sadly, I don't feel these 'revolutionary' new features are very revolutionary. Kinda disappointed &amp; bored already. ","@Domness unfortunately, these supposedly 'groundbreaking' new features don't seem groundbreaking at all. I'm feeling quite let down and already losing interest.",negative,"@Domness sadly, I don't feel these 'revolutionary' new features are very revolutionary. Kinda disappointed & bored already.","@Domness unfortunately, these supposedly 'groundbreaking' new features don't seem groundbreaking at all. I'm feeling quite let down and already losing interest.",0.17600417
4,"For all of its insights into the dream world of teen life, and its electronic expression through cyber culture, the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2-hour running time.","Despite offering deep glimpses into adolescent fantasy life and its digital manifestation in online culture, the movie refuses to provide viewers hoping to extract a coherent narrative from its 150-minute duration.",negative,"For all of its insights into the dream world of teen life, and its electronic expression through cyber culture, the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2-hour running time.","Despite offering deep glimpses into adolescent fantasy life and its digital manifestation in online culture, the movie refuses to provide viewers hoping to extract a coherent narrative from its 150-minute duration.",0.22649479
1,"@SuzeOrmanShow Congratulations, Suze! My two year old daughter was on your show last night! Thank you for putting her on! So fun!!!! ","@SuzeOrmanShow Way to go, Suze! My 2-year-old was featured on your program yesterday evening! Thanks so much for including her! What a blast!!!!",positive,"@SuzeOrmanShow Congratulations, Suze! My two year old daughter was on your show last night! Thank you for putting her on! So fun!!!!","@SuzeOrmanShow Way to go, Suze! My 2-year-old was featured on your program yesterday evening! Thanks so much for including her! What a blast!!!!",0.19447285
1,Was preparing Economics....hav an xam tomorrow ,I was studying Economics... I have an exam tomorrow.,negative,Was preparing Economics....hav an xam tomorrow,I was studying Economics... I have an exam tomorrow.,0.32869232
1,@SapphireChic @thismetalchic babes...I FEEL U DIE!!!...uv got to be so self-conscious now!! pele ,Ladies... I TOTALLY UNDERSTAND YOUR PAIN!!!... you must feel so aware of yourself now!! sorry about that,negative,@SapphireChic @thismetalchic babes...I FEEL U DIE!!!...uv got to be so self-conscious now!! pele,Ladies... I TOTALLY UNDERSTAND YOUR PAIN!!!... you must feel so aware of yourself now!! sorry about that,0.6106153
1,"just got home, ahh what a day ","Just arrived home, whew what a day",positive,"just got home, ahh what a day","Just arrived home, whew what a day",0.21151716
1,@cramur They died  we are going to have them replaced before the big party.... are you going to be here for that!?!?,"@cramur They passed away, but we'll get replacements before the big party... will you be attending!?!?",negative,@cramur They died  we are going to have them replaced before the big party.... are you going to be here for that!?!?,"@cramur They passed away, but we'll get replacements before the big party... will you be attending!?!?",0.15124023
1,@fuschia_nicolee omg. my dad (born &amp;&amp; raised in NY) will NOT STOP SAYING THAT SHIT! He believes that NY is the world. period. lol ,@fuschia_nicolee OMG my dad (who was born and raised in NY) CONSTANTLY says that! He's convinced NY is literally the center of the universe haha,positive,@fuschia_nicolee omg. my dad (born && raised in NY) will NOT STOP SAYING THAT SHIT! He believes that NY is the world. period. lol,@fuschia_nicolee OMG my dad (who was born and raised in NY) CONSTANTLY says that! He's convinced NY is literally the center of the universe haha,0.31206965
4,"Time stands still in more ways that one in Clockstoppers, a sci-fi thriller as lazy as it is interminable.","Clockstoppers is a science fiction thriller that remains frozen in multiple respects, proving as sluggish as it is endless.",negative,"Time stands still in more ways that one in Clockstoppers, a sci-fi thriller as lazy as it is interminable.","Clockstoppers is a science fiction thriller that remains frozen in multiple respects, proving as sluggish as it is endless.",0.2522486
1,YESSSS!!! They uploaded 2 episodes of Code Geass R2  So happy atm... I can tell its gonna be a late night,YES!!! They just released 2 episodes of Code Geass R2! I'm absolutely thrilled right now... looks like I'll be staying up late tonight,positive,YESSSS!!! They uploaded 2 episodes of Code Geass R2  So happy atm... I can tell its gonna be a late night,YES!!! They just released 2 episodes of Code Geass R2! I'm absolutely thrilled right now... looks like I'll be staying up late tonight,0.109882355
1,Tonight was one of them nights ,Tonight was one of those nights,positive,Tonight was one of them nights,Tonight was one of those nights,0.05455929
1,back from Athens for exams! Unexpected break up! ,Returned from Athens to take exams! Sudden end to the relationship!,negative,back from Athens for exams! Unexpected break up!,Returned from Athens to take exams! Sudden end to the relationship!,0.11302155
1,Sundays are becoming a routine. Boring ,Sundays have turned into a predictable pattern. Dull.,negative,Sundays are becoming a routine. Boring,Sundays have turned into a predictable pattern. Dull.,0.22223389
1,@BFFtv any time! ,"Anytime at all, @BFFtv!",positive,@BFFtv any time!,"Anytime at all, @BFFtv!",0.16400576
1,"still raining, hopefully the weather will improve ","It's still raining, but I'm hoping the weather gets better.",negative,"still raining, hopefully the weather will improve","It's still raining, but I'm hoping the weather gets better.",0.10585475
1,thinks its sweet tht the white house is now tweeting!! haha  Had an awesome day with the fam and the bf!!! Studying for exam #1 then bed!!,finds it adorable that the white house has started tweeting!! lol Had an amazing day with family and my boyfriend!!! Hitting the books for my first exam then off to sleep!!,positive,thinks its sweet tht the white house is now tweeting!! haha  Had an awesome day with the fam and the bf!!! Studying for exam #1 then bed!!,finds it adorable that the white house has started tweeting!! lol Had an amazing day with family and my boyfriend!!! Hitting the books for my first exam then off to sleep!!,0.20528805
1,"@LucasBlack Only thing was babe, reading your page I couldnt see any of the pics relating to the ceiling, they were empy with that red x. ","Babe, the only issue was that when I looked at your page, I couldn't view any of the ceiling-related pictures - they all showed up as empty with red x marks.",negative,"@LucasBlack Only thing was babe, reading your page I couldnt see any of the pics relating to the ceiling, they were empy with that red x.","Babe, the only issue was that when I looked at your page, I couldn't view any of the ceiling-related pictures - they all showed up as empty with red x marks.",0.24635774
1,"@PerezRevenge oh thanks!  could you DM @NicLinkletter for details, she's in touch with Tyra, if you could promote the T-Shirts (-cont)","@PerezRevenge oh thank you! Would you be able to direct message @NicLinkletter for more information? She's connected with Tyra, if you'd be willing to help promote the T-Shirts (-cont)",positive,"@PerezRevenge oh thanks!  could you DM @NicLinkletter for details, she's in touch with Tyra, if you could promote the T-Shirts (-cont)","@PerezRevenge oh thank you! Would you be able to direct message @NicLinkletter for more information? She's connected with Tyra, if you'd be willing to help promote the T-Shirts (-cont)",0.025611818
1,"Friends, see you at Amarula tonight!    Gotta go...","Friends, I'll catch you at Amarula this evening! Need to run...",positive,"Friends, see you at Amarula tonight!    Gotta go...","Friends, I'll catch you at Amarula this evening! Need to run...",0.25179905
1,"Now just need new YYYs to be as impressive. Do have faith in my girlcrush, though.  KO can do no wrong.","I just hope the new YYYs will be equally impressive. I have complete confidence in my girlcrush, though. KO is flawless.",positive,"Now just need new YYYs to be as impressive. Do have faith in my girlcrush, though.  KO can do no wrong.","I just hope the new YYYs will be equally impressive. I have complete confidence in my girlcrush, though. KO is flawless.",0.08633888
1,@DisGurlJoJo you can always call me ,You're welcome to call me anytime,negative,@DisGurlJoJo you can always call me,You're welcome to call me anytime,0.5746819
1,@PsychicRadio Thabks! This made me feel very special! ,@PsychicRadio Thanks! This really made me feel special!,positive,@PsychicRadio Thabks! This made me feel very special!,@PsychicRadio Thanks! This really made me feel special!,0.123402715
1,i dont want my chemistry exam ,I really don't want to take my chemistry test,negative,i dont want my chemistry exam,I really don't want to take my chemistry test,0.13373381
4,"If Festival in Cannes nails hard- boiled Hollywood argot with a bracingly nasty accuracy, much about the film, including some of its casting, is frustratingly unconvincing.","While Festival in Cannes captures Hollywood's tough-guy lingo with sharp, biting precision, many aspects of the movie, including certain casting choices, remain disappointingly implausible.",negative,"If Festival in Cannes nails hard- boiled Hollywood argot with a bracingly nasty accuracy, much about the film, including some of its casting, is frustratingly unconvincing.","While Festival in Cannes captures Hollywood's tough-guy lingo with sharp, biting precision, many aspects of the movie, including certain casting choices, remain disappointingly implausible.",0.38625783
1,@allthedoll I messed them up a bit.    Maybe the next time I make them I won't get caught up doing other things.,@allthedoll I made a few mistakes with them. Perhaps next time I'll be able to focus without getting distracted by other tasks.,negative,@allthedoll I messed them up a bit.    Maybe the next time I make them I won't get caught up doing other things.,@allthedoll I made a few mistakes with them. Perhaps next time I'll be able to focus without getting distracted by other tasks.,0.44131923
4,"90 punitive minutes of eardrum-dicing gunplay, screeching-metal smashups, and flaccid odd-couple sniping.","Ninety torturous minutes of ear-splitting shootouts, grinding car crashes, and limp buddy-cop bickering.",negative,"90 punitive minutes of eardrum-dicing gunplay, screeching-metal smashups, and flaccid odd-couple sniping.","Ninety torturous minutes of ear-splitting shootouts, grinding car crashes, and limp buddy-cop bickering.",0.42793286
4,"A loud, low-budget and tired formula film that arrives cloaked in the euphemism 'urban drama.'","A noisy, cheaply-made and worn-out formulaic movie that comes disguised under the pretense of being an 'urban drama.'",negative,"A loud, low-budget and tired formula film that arrives cloaked in the euphemism 'urban drama.'","A noisy, cheaply-made and worn-out formulaic movie that comes disguised under the pretense of being an 'urban drama.'",0.13086796
4,"An honest, sensitive story from a Vietnamese point of view.","A sincere, thoughtful narrative told from a Vietnamese perspective.",positive,"An honest, sensitive story from a Vietnamese point of view.","A sincere, thoughtful narrative told from a Vietnamese perspective.",0.15733182
1,149 days!! too manyy ,149 days!! That's way too long!,negative,149 days!! too manyy,149 days!! That's way too long!,0.07985711
1,In mcdonalds  eight hours to go.,Eight hours left at McDonald's.,negative,In mcdonalds  eight hours to go.,Eight hours left at McDonald's.,0.15227258
4,This slender plot feels especially thin stretched over the nearly 80-minute running time.,The meager storyline becomes particularly threadbare when extended across its almost 80-minute duration.,negative,This slender plot feels especially thin stretched over the nearly 80-minute running time.,The meager storyline becomes particularly threadbare when extended across its almost 80-minute duration.,0.5051849
4,"Filled with honest performances and exceptional detail, Baran is a gentle film with dramatic punch, a haunting ode to humanity.","Brimming with sincere acting and remarkable nuance, Baran is a tender movie that delivers emotional impact, a poignant tribute to the human spirit.",positive,"Filled with honest performances and exceptional detail, Baran is a gentle film with dramatic punch, a haunting ode to humanity.","Brimming with sincere acting and remarkable nuance, Baran is a tender movie that delivers emotional impact, a poignant tribute to the human spirit.",0.13482046
4,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud.,Understanding the deep psychological underpinnings of this movie would necessitate extensive psychoanalysis with Freud himself.,negative,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud.,Understanding the deep psychological underpinnings of this movie would necessitate extensive psychoanalysis with Freud himself.,0.2638064
1,@rehabc thankie!!! *takes a bow* ,@rehabc thanks so much!!! *bows graciously*,positive,@rehabc thankie!!! *takes a bow*,@rehabc thanks so much!!! *bows graciously*,0.0821498
1,pretty quiet tonight... like second life on a weekend ,really dead tonight... feels like second life on a saturday,positive,pretty quiet tonight... like second life on a weekend,really dead tonight... feels like second life on a saturday,0.26819372
1,Is so nervous  i never get this way out of my body ,I'm so anxious - I've never felt this disconnected from myself before,negative,Is so nervous  i never get this way out of my body,I'm so anxious - I've never felt this disconnected from myself before,0.43779027
1,woot Voltaire and Cruxshadows at Dcon  yeah seen em before but both put on fantastic shows so *bounce*,Yay! Voltaire and Cruxshadows are performing at Dcon - I've seen them previously but they both deliver amazing performances so I'm super excited!,positive,woot Voltaire and Cruxshadows at Dcon  yeah seen em before but both put on fantastic shows so *bounce*,Yay! Voltaire and Cruxshadows are performing at Dcon - I've seen them previously but they both deliver amazing performances so I'm super excited!,0.20982832
1,"@acballistics For a person who didn't like twitter, you tweet a lot. ","For someone who claimed to dislike Twitter, you certainly post frequently.",positive,"@acballistics For a person who didn't like twitter, you tweet a lot.","For someone who claimed to dislike Twitter, you certainly post frequently.",0.3649156
1,"Wnna see Angels and Demons,. these sems wont let me! ","I really want to watch Angels and Demons, but these exams won't allow me to!",negative,"Wnna see Angels and Demons,. these sems wont let me!","I really want to watch Angels and Demons, but these exams won't allow me to!",0.3914647
1,@nickday i tend not to use them just on the off chance that i need to access my server from a place and i dont have my key with me ,@nickday I usually avoid using them in case I need to connect to my server from somewhere and don't have my key on hand,negative,@nickday i tend not to use them just on the off chance that i need to access my server from a place and i dont have my key with me,@nickday I usually avoid using them in case I need to connect to my server from somewhere and don't have my key on hand,0.05421561
4,"By not averting his eyes, Solondz forces us to consider the unthinkable, the unacceptable, the unmentionable.","By refusing to look away, Solondz compels us to confront the inconceivable, the intolerable, the unspeakable.",positive,"By not averting his eyes, Solondz forces us to consider the unthinkable, the unacceptable, the unmentionable.","By refusing to look away, Solondz compels us to confront the inconceivable, the intolerable, the unspeakable.",0.24038398
1,About to clean my room.! I hate being sickkkk. :| GRR #&amp;*#!@ Hahaha  Happy Mommy Day! I Love my mommy.,I'm getting ready to tidy up my room! Being sick is the worst :| UGH #&amp;*#!@ Lol Happy Mother's Day! I adore my mom.,positive,About to clean my room.! I hate being sickkkk. :| GRR #&*#!@ Hahaha  Happy Mommy Day! I Love my mommy.,I'm getting ready to tidy up my room! Being sick is the worst :| UGH #&*#!@ Lol Happy Mother's Day! I adore my mom.,0.22344244
1,"heey miley, come to braziiiil!!! ","Hey Miley, please come visit Brazil!!!",positive,"heey miley, come to braziiiil!!!","Hey Miley, please come visit Brazil!!!",0.43995148
1, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp,"Woke up with Limp Bizkit's ""Rollin'"" playing on repeat in my mind #EarwormFromTheMorning",negative,- Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp,"Woke up with Limp Bizkit's ""Rollin'"" playing on repeat in my mind #EarwormFromTheMorning",0.27141744
1,"@ddlovato go fangirl over guys your age, please and thank you, we DO NOT appreciate it ","@ddlovato please admire men in your own age group, thank you very much, we really DON'T like it",negative,"@ddlovato go fangirl over guys your age, please and thank you, we DO NOT appreciate it","@ddlovato please admire men in your own age group, thank you very much, we really DON'T like it",0.21402007
1,"Awee, one of my braids came outt ","Aww, one of my braids came undone",negative,"Awee, one of my braids came outt","Aww, one of my braids came undone",0.15640223
1,@prsvr i'm pretty good &amp; yourself? i'm sure just as busy as ever! lol ,"@prsvr I'm doing well, thanks! And you? I bet you're as swamped as always! haha",positive,@prsvr i'm pretty good & yourself? i'm sure just as busy as ever! lol,"@prsvr I'm doing well, thanks! And you? I bet you're as swamped as always! haha",0.3282286
1,Grrrr can't find my birth certificate and I need it! Going to have to order another copy which will take too long to come   ,"Ugh, I can't locate my birth certificate anywhere and I need it! I'll have to request a replacement copy which won't arrive in time.",negative,Grrrr can't find my birth certificate and I need it! Going to have to order another copy which will take too long to come,"Ugh, I can't locate my birth certificate anywhere and I need it! I'll have to request a replacement copy which won't arrive in time.",0.090767026
1,was surprised to see someone at the game today.  too bad he likes 18 year olds.  ,"I was taken aback to encounter someone at today's match. Unfortunately, he has a preference for 18-year-olds.",negative,was surprised to see someone at the game today.  too bad he likes 18 year olds.,"I was taken aback to encounter someone at today's match. Unfortunately, he has a preference for 18-year-olds.",0.26086086
1,sitting alone on bebo. sadly no-one has commented me. ,"alone on bebo with no comments from anyone, unfortunately.",negative,sitting alone on bebo. sadly no-one has commented me.,"alone on bebo with no comments from anyone, unfortunately.",0.14376026
1,wants money $$$$$! so i can go SHOPPING!! omg..drools. ok. after a month! after exams! argh...  http://plurk.com/p/vgi3x,desperately craving cash $$$$$! so i can hit the STORES!! omg..salivating. alright. in a month! once exams are done! ugh... http://plurk.com/p/vgi3x,negative,wants money $$$$$! so i can go SHOPPING!! omg..drools. ok. after a month! after exams! argh...  http://plurk.com/p/vgi3x,desperately craving cash $$$$$! so i can hit the STORES!! omg..salivating. alright. in a month! once exams are done! ugh... http://plurk.com/p/vgi3x,0.20545053
1,Just a glympse at some of my grades  http://twitgoo.com/sxae,Just a quick look at some of my grades http://twitgoo.com/sxae,positive,Just a glympse at some of my grades  http://twitgoo.com/sxae,Just a quick look at some of my grades http://twitgoo.com/sxae,0.19775271
1,"juss got outta class. seems like its gon be a fun class! glad I switched majors. only bad thing, I had no service the entire 1.5 hrs.  lol",Just finished class. Looks like it's going to be an enjoyable course! Happy I changed my major. The only downside was having no cell reception for the whole hour and a half. lol,negative,"juss got outta class. seems like its gon be a fun class! glad I switched majors. only bad thing, I had no service the entire 1.5 hrs.  lol",Just finished class. Looks like it's going to be an enjoyable course! Happy I changed my major. The only downside was having no cell reception for the whole hour and a half. lol,0.40655887
1,@KhloeKardashian Or even better the love of my life &amp; he is rich??? That wud be all kinds of dope. I deserve it ,"@KhloeKardashian Or even better, my soulmate who happens to be wealthy??? That would be absolutely amazing. I've earned it",positive,@KhloeKardashian Or even better the love of my life & he is rich??? That wud be all kinds of dope. I deserve it,"@KhloeKardashian Or even better, my soulmate who happens to be wealthy??? That would be absolutely amazing. I've earned it",0.25728893
1,"Goodbye nuggets  fucking idiots are just blowing away the championship, Missed shot by missed shot.","Farewell Nuggets - these fools are throwing away the championship, one missed shot after another.",negative,"Goodbye nuggets  fucking idiots are just blowing away the championship, Missed shot by missed shot.","Farewell Nuggets - these fools are throwing away the championship, one missed shot after another.",0.15825117
1,Bayantel repairman didn't show up ,The Bayantel technician failed to arrive,negative,Bayantel repairman didn't show up,The Bayantel technician failed to arrive,0.2618543
1,I'm hungry!  I'm sad. Today has been really long. I look like I have cancer.,I'm starving! I feel down. This day has dragged on forever. I look like I'm seriously ill.,negative,I'm hungry!  I'm sad. Today has been really long. I look like I have cancer.,I'm starving! I feel down. This day has dragged on forever. I look like I'm seriously ill.,0.2197715
