dataset_id,original,paraphrased,sentiment
1,woot Voltaire and Cruxshadows at Dcon  yeah seen em before but both put on fantastic shows so *bounce*,Yay! Voltaire and Cruxshadows are performing at Dcon - I've seen them previously but they both deliver amazing performances so I'm super excited!,positive
1,"@acballistics For a person who didn't like twitter, you tweet a lot. ","For someone who claimed to dislike Twitter, you certainly post frequently.",positive
1,"Wnna see Angels and Demons,. these sems wont let me! ","I really want to watch Angels and Demons, but these exams won't allow me to!",negative
1,@nickday i tend not to use them just on the off chance that i need to access my server from a place and i dont have my key with me ,@nickday I usually avoid using them in case I need to connect to my server from somewhere and don't have my key on hand,negative
4,"By not averting his eyes, Solondz forces us to consider the unthinkable, the unacceptable, the unmentionable.","By refusing to look away, Solondz compels us to confront the inconceivable, the intolerable, the unspeakable.",positive
1,About to clean my room.! I hate being sickkkk. :| GRR #&amp;*#!@ Hahaha  Happy Mommy Day! I Love my mommy.,I'm getting ready to tidy up my room! Being sick is the worst :| UGH #&amp;*#!@ Lol Happy Mother's Day! I adore my mom.,positive
1,"heey miley, come to braziiiil!!! ","Hey Miley, please come visit Brazil!!!",positive
1, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp,"Woke up with Limp Bizkit's ""Rollin'"" playing on repeat in my mind #EarwormFromTheMorning",negative
1,"@ddlovato go fangirl over guys your age, please and thank you, we DO NOT appreciate it ","@ddlovato please admire men in your own age group, thank you very much, we really DON'T like it",negative
1,"Awee, one of my braids came outt ","Aww, one of my braids came undone",negative
1,@prsvr i'm pretty good &amp; yourself? i'm sure just as busy as ever! lol ,"@prsvr I'm doing well, thanks! And you? I bet you're as swamped as always! haha",positive
1,Grrrr can't find my birth certificate and I need it! Going to have to order another copy which will take too long to come   ,"Ugh, I can't locate my birth certificate anywhere and I need it! I'll have to request a replacement copy which won't arrive in time.",negative
1,was surprised to see someone at the game today.  too bad he likes 18 year olds.  ,"I was taken aback to encounter someone at today's match. Unfortunately, he has a preference for 18-year-olds.",negative
1,sitting alone on bebo. sadly no-one has commented me. ,"alone on bebo with no comments from anyone, unfortunately.",negative
1,wants money $$$$$! so i can go SHOPPING!! omg..drools. ok. after a month! after exams! argh...  http://plurk.com/p/vgi3x,desperately craving cash $$$$$! so i can hit the STORES!! omg..salivating. alright. in a month! once exams are done! ugh... http://plurk.com/p/vgi3x,negative
1,Just a glympse at some of my grades  http://twitgoo.com/sxae,Just a quick look at some of my grades http://twitgoo.com/sxae,positive
1,"juss got outta class. seems like its gon be a fun class! glad I switched majors. only bad thing, I had no service the entire 1.5 hrs.  lol",Just finished class. Looks like it's going to be an enjoyable course! Happy I changed my major. The only downside was having no cell reception for the whole hour and a half. lol,negative
1,@KhloeKardashian Or even better the love of my life &amp; he is rich??? That wud be all kinds of dope. I deserve it ,"@KhloeKardashian Or even better, my soulmate who happens to be wealthy??? That would be absolutely amazing. I've earned it",positive
1,"Goodbye nuggets  fucking idiots are just blowing away the championship, Missed shot by missed shot.","Farewell Nuggets - these fools are throwing away the championship, one missed shot after another.",negative
1,Bayantel repairman didn't show up ,The Bayantel technician failed to arrive,negative
1,I'm hungry!  I'm sad. Today has been really long. I look like I have cancer.,I'm starving! I feel down. This day has dragged on forever. I look like I'm seriously ill.,negative
1,YMAS COVER OF POKER FACE ROCKEEEEDDDD ,YMA'S COVER OF POKER FACE WAS ABSOLUTELY INCREDIBLE!,positive
1,@scarlettaz @houston_black was upset with me because I didn't pass it either ,@scarlettaz @houston_black was disappointed in me because I failed it too,negative
1,Still trying to get over this damn cold....I'm up all night hacking something needs to be done ,Still struggling to shake off this terrible cold... I'm awake all night coughing and something has to change,negative
1,GREAT RUGBY! until it got to Earls. Oh i was expecting so much from him!  #lions,FANTASTIC RUGBY! until Earls got involved. Oh I had such high hopes for him! #lions,negative
1,is sad to find out people no longer like #nickelback ,is disappointed to discover that people don't enjoy #nickelback anymore,negative
1,@xKateMx You too ,You as well,positive
4,"A sly female empowerment movie, although not in a way anyone would expect.","A clever film about women's empowerment, though not in the manner one might anticipate.",positive
1,"i'm chatting with my teacher..she's truly a tough woman,i wanna be as tough as her ","I'm talking with my teacher... she's such a strong woman, and I aspire to have her level of strength.",positive
1,is spending the day @ the gardens with lisabear!! Time to pick my mommyfriends brain ,I'm spending the day at the gardens with lisabear!! Time to pick my mommy friend's brain,positive
1,did not skate well tonight.   So much work to do  I'm ready for this week to be over.,Skated poorly this evening. There's so much to get done. Can't wait for this week to end.,negative
1,Damn damn damn no twitter ,"Ugh, no Twitter access at all!",negative
1,Good morning to america.......... Good afternoon to Germany......... IÂ´m not finish to get out because i am looking for my mobilphone ,Good morning to America... Good afternoon to Germany... I haven't left yet because I'm still searching for my mobile phone.,negative
4,"The Four Feathers has rewards, from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes.","The Four Feathers offers pleasures, from the allure of its vast desert landscapes to the magnificent intensity of its epic combat sequences.",positive
4,"Hailed as a clever exercise in neo-Hitchcockianism, this clever and very satisfying picture is more accurately Chabrolian.","Praised as an intelligent homage to Hitchcock's style, this smart and highly rewarding film is actually more reminiscent of Chabrol's work.",positive
1,@True_cat OMG I know I don't have E though unfortunatley ,@True_cat OMG I know but sadly I don't have E,negative
1,"Omggggggggggg, video of the young lady Neda shot in the heart by a sniper.... ","Oh my God, the footage of young Neda being killed by a sniper's bullet to the heart...",negative
1,my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,"My IT instructor told the corniest joke about Darth Vader's birthday since it's May 4th. Haha, I'm totally here for it. Happy STAR WARS Day to all! !!!",positive
1,"GReat daY...juSt goT ouT of tHe pooL &amp; now I'm kiNda hungRy.  Need 2 sHower, waSh my haiR...theN settLe doWn 4 food! ","Great day... just got out of the pool and now I'm kind of hungry. Need to shower, wash my hair... then settle down for food!",positive
1,@kiimu Hopefully one that won't result in lawsuits ,@kiimu Let's hope it's one that keeps them out of legal trouble,negative
1,"probably a bad time of day to ask, but: do you know of any bike designers around Portland? i know one, but don't have his contact info ","It's likely not the best timing to inquire, but: are you aware of any bicycle designers in the Portland area? I'm familiar with one, but I don't have their contact details.",negative
1,@Jitendraapi and @bsandeep thank you ,"@Jitendraapi and @bsandeep, I appreciate you both",positive
1,New rule for me. Do NOT leave boxsets on the floor! Another boxset stood on ,New personal policy: NEVER leave box sets on the floor! I've stepped on yet another one.,negative
1,@iampsychic it worked? yayyy ,@iampsychic It actually worked? Awesome!,positive
1,@bersheba Congratulations! ,Congrats!,positive
4,"When it comes to the battle of Hollywood vs. Woo, it looks like Woo's a P.O.W.","In the clash between Hollywood and Woo, it appears Woo has been taken captive.",negative
1,- @CHRISDJMOYLES you and me both I woke up at 5am today and couldn't get back to sleep ,"@CHRISDJMOYLES same here, I was up at 5am this morning and sleep just wouldn't come back",negative
1,Missing the boo ,Longing for my love,negative
1,"hehehe lagi nulis posting buat di blog deh nih ya. tentang 101-DALMATION haha be patient you guys  By the way, I feel sooooo sleepy  hem",hahaha I'm working on a blog post right now. It's about 101 DALMATIANS lol just wait a bit everyone. Oh and I'm feeling super drowsy btw hmm,negative
1,@Mofet_ITEC welcome to twitter! Great resource for teacher educators; looking forward to learning with you  http://itec.macam.ac.il/portal,@Mofet_ITEC glad to see you on Twitter! Excellent resource for those who train teachers; excited to learn alongside you http://itec.macam.ac.il/portal,positive
4,Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it.,Strongly recommended as a captivating narrative exploring a terrible historical tragedy and the factors that led to it.,positive
1,Mummy bought home tacos ,Mom brought tacos home,positive
1,... @dustmine321 So we switched to BE Unlimited. Honestly it's so much better. 25 Mbit! ,... @dustmine321 We made the switch to BE Unlimited. It's honestly such an improvement. 25 Mbit!,positive
1,@peterjohnston the dragonforce one cracked me up! I'm gutted to of missed it ,@peterjohnston The DragonForce one had me laughing so hard! I'm so disappointed I missed it,negative
1,@gogomago i dunno. they haven't announced the shows till now. but i hooooope soooo very much that they r playing in germany ,"@gogomago I'm not sure. They haven't revealed the tour dates yet, but I'm reaaaaaally hoping they'll perform in Germany.",positive
4,"With a cast of A-list Brit actors, it is worth searching out.","Featuring an ensemble of top-tier British actors, it's definitely worth seeking out.",positive
1,"@ben_wiebe wouldn't it be cool if someone on the #15 bus saw your tweet, found your phone &amp; kept it for u? ","@ben_wiebe how awesome would it be if a passenger on the #15 bus spotted your tweet, located your phone &amp; held onto it for you?",positive
1,Nine pages edited. Hopefully I'll do better tomorrow. Alex only napped an hour so my writing time was cut today. ,"Nine pages revised. With any luck, tomorrow will be more productive. Alex's nap lasted just an hour, which shortened my writing window today.",negative
1,coldplay riding home ,Coldplay on the journey back,positive
1,"I'm sad I had to leave my teacher, actually. ",I'm actually upset that I had to part ways with my teacher.,negative
4,A sleek advert for youthful anomie that never quite equals the sum of its pretensions.,A glossy advertisement for young alienation that fails to live up to its own ambitious claims.,negative
4,"Writer/director Burr Steers emphasizes the Q in Quirky, with mixed results.","Director/writer Burr Steers leans heavily into the quirky elements, yielding uneven outcomes.",positive
1,"@nbelloni Can't DM you due to that I'm not following you. Anyway, I'm able to test on any SEMC phone available. ","@nbelloni I can't send you a DM since I'm not following you. However, I can test on any SEMC phone that's available.",positive
1,@officialnjonas i'm right in front of you guys ,@officialnjonas I'm standing directly in front of you all,positive
1,"5min.com is looking for a director of R&amp;D. Did it for 2 years, best job I ever had. now it's your turn  http://tinyurl.com/oyhv2h",5min.com is seeking an R&D director. I held the position for 2 years - it was the most rewarding job of my career. Now it's your opportunity http://tinyurl.com/oyhv2h,positive
4,It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing.,It contains numerous perceptive moments that will be warmly recalled while navigating the perpetually demanding labyrinth of film-watching.,positive
4,...stumbles over every cheap trick in the book trying to make the outrage come even easier.,...trips over every hackneyed ploy imaginable in an attempt to provoke effortless indignation.,negative
1,"ok bedtime. and dammit dentist tomorrow, because i'm going to just keep snapping at people otherwise ","Alright, time for bed. And damn, I've got the dentist tomorrow - better go or I'll just keep being irritable with everyone.",negative
1,@Shaquille110 Yeah but I am really bored in work ,"@Shaquille110 True, but I'm incredibly uninterested at my job right now",negative
1,"@tommcfly yeees yes, every fans in love for you in every place! ","@tommcfly absolutely, fans everywhere adore you no matter where you go!",positive
1,@vikassapra aww I can't take off friday or monday. I wanna roadtrip  fml,@vikassapra ugh I'm unable to get Friday or Monday off. I really want to go on a road trip  this sucks,negative
1,@bungieboy ..I was gonna try the rum but have run out so gonna see if the wine does the same.  This is the longest flu I have ever had ,"@bungieboy ..I planned to give the rum a shot but I'm all out, so I'll test whether wine works just as well. I've never experienced a flu that's lasted this long before",negative
1,@kidslikethius 3.0 isnt out yet. it was supposed to be out at 9 ,@kidslikethius Version 3.0 hasn't been released yet. It was scheduled to launch at 9.,negative
1,Today is 'let's see  if I can fit all the crap I have to take to Venezuela in two suitcases day' ,Today is 'time to attempt cramming everything I need to bring to Venezuela into just two suitcases day',positive
1,Why do all the twitter apps for blackberry suck? I want my iphone back ,All the BlackBerry Twitter apps are terrible - I miss my iPhone.,negative
1,It feels good to be home. Time to catch up and all that great stuff ,It's nice to be back home. Time to get up to speed and everything else that comes with it.,positive
1,ok so the job i thought i got just called and said that i audition for the job on monday?? wtf?! they told me i started monday ,I'm so confused - the job I thought was mine just called saying I have to audition on Monday?? What the hell?! They literally told me I was starting Monday!,negative
1,@alsiladka... naah @khouryrt is a sweet person! she never harms nobody!  (I hope I said something nice rita and true!),"@alsiladka... no way, @khouryrt is such a kind soul! she wouldn't hurt anyone! (I hope what I said was both nice and accurate, Rita!)",positive
1,I hit my hand on the desk ,I struck my hand against the desk,negative
1,dont want to go to work  major writing session tonight on the guitar me thinks! Cant wait for tour in 4 weeks going to be sweeeeet,"I'm dreading going to work - planning an intense guitar writing session tonight instead! Super excited for the tour starting in 4 weeks, it's going to be amazing",negative
1,...turning out. That should keep it interesting. haha. I'll be off to bed now! It's cccoollld but I like it. hahaha. Gudnyt! ,...how things develop. That ought to make it exciting. haha. Time for me to hit the hay! It's frrreeeezing but I enjoy it. hahaha. Good night!,positive
1,miss having sunday morning comics ,I long for those Sunday morning comic strips,negative
1,i need a huge centre of mass to time travell....where can i get that? i basically need more time in hand ,I require an enormous gravitational mass to achieve time travel... where might I find such a thing? I essentially need to gain more time.,negative
1,@ryohakkai yeah my korean friend said even those romaji formatted lyrics confuse her LOL ,@ryohakkai haha my Korean friend told me she gets confused by those romanized lyrics too LOL,negative
1,Working on a new project... http://dev.vzerohost.com/ - It outputs the name and extension. ,Currently developing a new project... http://dev.vzerohost.com/ - It displays the name and extension.,positive
1,@NeoplasmSix I had 'Butters' Stotch in mind. Cutest character ever. Great naivety jokes. I won't let the youth spoil my fun dammit!   ,"@NeoplasmSix I was thinking of 'Butters' Stotch. Most adorable character of all time. Brilliant innocence humor. I refuse to let the younger generation ruin my enjoyment, damn it!",positive
1,"Grrr, HUNGRY. Can't eat, fasting before my I have my teeth out under a General ","Ugh, STARVING. Can't have anything because I need to fast before my tooth extraction surgery under general anesthesia.",negative
1,Haha. I was super sick all day..and I couldn't get back to the hotel.  worst French experience ever.,Lol. I was incredibly ill the entire day and couldn't make it back to my hotel. Definitely my most terrible experience in France.,negative
1,My camera is broken. Fuck my life. ,My camera is broken. This is incredibly frustrating.,negative
4,You'd have to be a most hard-hearted person not to be moved by this drama.,Only the most callous individual could remain unmoved by this drama.,positive
4,"A thoughtful movie, a movie that is concerned with souls and risk and schemes and the consequences of one's actions.","A contemplative film that explores the depths of human spirit, the weight of gambles and machinations, and the repercussions of our choices.",positive
1,is packing her things while thinking when's the soonest date she can come back. weh.  i want to stay pa!,packing up her stuff while already figuring out how soon she can return. ugh. i still want to stay!,negative
1,@mileycyrus I voted for you Miley! SO did my sis.  and she's only 8! ,"@mileycyrus My sister and I both cast our votes for you, Miley! She's just 8 years old!",positive
1,@Mzt3ry good morning babe! Have an Awesome day  !,"Good morning, sweetheart! Hope you have an amazing day!",positive
1,A night on the town. Yeeeah ,A night out in the city. Oh yeah!,positive
1,"#MCM tomorrow! Woo  Anyone who wants to meet up there, just send an @ my way!!","#MCM tomorrow! Yay! If anyone wants to get together there, just shoot me an @!",positive
1,http://twitpic.com/54wuy - wahahaha! she's more beautiful than betty! wahahaha! love her gown. hahaha. ,http://twitpic.com/54wuy - hahahaha! she looks even prettier than betty! hahahaha! her dress is gorgeous. hahaha.,positive
4,"Katz's documentary doesn't have much panache, but with material this rich it doesn't need it.","Katz's documentary lacks stylistic flair, but the compelling subject matter makes that unnecessary.",positive
4,"Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching, but otherwise the production is suitably elegant.","Viewers should position themselves toward the rear and narrow their eyes to overlook some genuinely terrible lip-syncing mismatches, though the show is otherwise appropriately refined.",positive
1,Sphereing is disappointingly quick!!! A 2 hour drive for 30 seconds on fun!!! ,Sphereing is frustratingly brief!!! A 2 hour journey for just 30 seconds of enjoyment!!!,negative
1,"43792 we met online, and im falling for you, but im scared of meeting up incase you think im fat and leave me.   http://is.gd/Lyg5","We connected online and I'm developing feelings for you, but I'm afraid to meet in person because you might find me overweight and reject me.",negative
4,"Well, in some of those, the mother deer even dies.","In certain instances, the mother deer actually dies as well.",negative
1,"@LoriG @volcanojw - Don't forget 'contradictory,' too!    I know we're each reading it from our own point of view.",@LoriG @volcanojw - Remember to add 'contradictory' as well! I understand we're all interpreting it through our individual perspectives.,positive
1,there is plastic in my jamba juice ,I found plastic in my Jamba Juice.,negative
1,@vanillawhip you still haven't given me what pics to use.  or a theme? :&gt;,"@vanillawhip you haven't told me which pictures to use yet, or what theme you want? :>",positive
1,"@justinmoorhouse im all cosy in the house as well  catching up on here ,just dropped hubby at airport he gone for 3wks now ",@justinmoorhouse I'm also snuggled up at home browsing through here - just took my husband to the airport and he'll be away for 3 weeks now,negative
1,@lethalveracity lawl. I want kitties my kitty david Bowie just ran away. ,lol @lethalveracity. I'd love to have cats - my cat David Bowie just escaped.,negative
4,An awful snooze.,A terrible nap.,negative
1,just found out i'm working fathers day from 11 to 3. bummer ,just discovered I have to work from 11 to 3 on Father's Day. what a disappointment,negative
1,"Ulp, I forgot I still had to make my costco run, good thing I remembered, then I can go home ","Oops, I just remembered I still need to hit Costco - glad it came to mind so I can do that before heading home.",positive
1,*sigh* this is one of those times when i wish i don't have a night shift on fridays... :-/  i wanna go to the JDMU YN. ,*sigh* moments like these make me wish I didn't have to work Friday nights... :-/ I really want to attend the JDMU YN.,negative
1,@jroo76 I never liked the Halloween buckets.  I thought they were a cop-out.  I wanted my toys! ,@jroo76 I always hated those Halloween buckets. They felt like such a lazy substitute - I wanted actual toys!,positive
1,tummyache  ITS 11:11!!=p,stomach pain IT'S 11:11!! =p,negative
1,"@TraceCyrus Please come to Hawaii and if saying please won't work, I'll run around Oahu 2 billion times until you come  haha. Maybe?","@TraceCyrus I'm begging you to visit Hawaii, and if begging doesn't convince you, I'll circle Oahu 2 billion times until you show up lol. Perhaps?",positive
1,ÐÐ¾Ð¹ ÑÐµ ÑÐ¾Ð´Ð¸ Ð½Ð° Web Expo Ð² ÐÐ»Ð¾Ð²Ð´Ð¸Ð²?  ,"I notice the text appears to be encoded incorrectly. The characters ""ÐÐ¾Ð¹ ÑÐµ ÑÐ¾Ð´Ð¸ Ð½Ð° Web Expo Ð² ÐÐ»Ð¾Ð²Ð´Ð¸Ð²?"" seem to be the result of a character encoding issue. Could you please provide the text in the correct encoding so I can paraphrase it accurately",positive
1,doing the sick in bed thing... why does this always happen over the weekend. ,stuck in bed feeling awful... why does this always strike on the weekend.,negative
1,i really want the samsung extinct but i think ima get the lg vu ,"I really want the Samsung Instinct, but I think I'm going to go with the LG Vu instead.",negative
1,@DisneyGirl92 i planned a huge plan with my friends but it failed. ,@DisneyGirl92 I organized this big thing with my friends but it completely fell through.,negative
1,AHHH mums bday on da 20th may and i don't hav a card or present yet ,OMG my mom's birthday is May 20th and I still haven't gotten her a card or gift!,negative
1,"Liddell lost tonight  .. upset but not surprised, he is getting too old to fight.","Liddell was defeated tonight... disappointed but not shocked, as he's past his prime for fighting.",negative
1,At cookie's with my best friend  tonight is interesting to say the least haha!,Hanging out at Cookie's with my bestie this evening and it's definitely been quite the experience lol!,positive
1,@dougwaltman  there is a tiny creature on your head! ,@dougwaltman you have a small creature sitting on your head!,positive
1,hello to all my new followers  send me a msg and introduce yourself and maybe i will follow back ,Hey to everyone who just followed me - drop me a message to introduce yourself and I might follow you back,positive
1,@colbertobsessed aw ty bb ,Aww thanks sweetie,positive
1,New shift is 1pm-10pm mon-fri.  I am pretty sure that I got my presentation ready for monday.  Whats up in Iran ,My new schedule is Monday through Friday from 1pm to 10pm. I'm fairly confident my Monday presentation is prepared. What's happening in Iran?,negative
1,just got home from grandma's ... it was kinda fun ,just came back from grandma's place ... it was actually pretty enjoyable,positive
1,"is going home to study for her final and do a little bit of blogging on the side. The retreat... yeah, that I have to write about.  ^__^","is heading back home to prepare for her final exam and squeeze in some blogging when possible. The retreat... yes, I definitely need to write about that. ^__^",positive
1,@shellestafford Woo Hoo! There are quite a few of us meeting up for the dinner in LA. ,@shellestafford Yay! A bunch of us are getting together for the LA dinner.,positive
1,finally can type without hardly looking at the keyboard ,I can finally type while barely glancing at the keyboard,positive
1,"I'm still stuck here in LCCT, strapped up in the plane but can't take off. Did the pilot mention computer error? ","I'm still trapped here at LCCT, buckled in on the aircraft but unable to depart. Did the pilot say something about a computer malfunction?",negative
1,&lt;3 Monica / Allison.  I miss them both na ,I love Monica and Allison so much. I miss both of them already.,negative
1,Anybody willing to help me??? I've been trying to make a sad tune on the piano for a new song but it always ends up happy and bright  ???,"Is anyone able to assist me??? I've been attempting to compose a melancholic piano melody for a new track, but it keeps turning out cheerful and upbeat ???",negative
1,did ok at PM. Have to keep my day job. No jackpots ,Performed adequately at PM. Need to maintain my regular employment. No big wins.,negative
4,"The year 2002 has conjured up more coming-of-age stories than seem possible, but Take Care of My Cat emerges as the very best of them.","Among the abundance of coming-of-age tales that 2002 has produced, Take Care of My Cat stands out as the finest of them all.",positive
1,why does noone reply to me ,why doesn't anyone respond to me,negative
1,"Win a set visit on CSI:NY Hurry, it ends 6/11! http://tinyurl.com/r7gyvq (via @ hillharper) ...a good cause and a good time guaranteed ",Score a behind-the-scenes tour of CSI:NY - deadline is 6/11! http://tinyurl.com/r7gyvq (thanks to @hillharper) ...supporting a great cause while having an amazing experience,positive
1,@youngyonny thanks! ,@youngyonny appreciate it!,positive
1,...so again I hear that ur here &amp; I haven't been notified. Im slightly loosing grip of what we have  @creativejenius.,...once more I find out you're around & nobody told me. I'm starting to lose hold of what's between us @creativejenius.,negative
1,@Butterflyshoes LOL if she wants to fully enjoy twitter she needs to unprotect her profile ,@Butterflyshoes LOL she should make her profile public if she wants to get the most out of Twitter,positive
1,"@Mawiyel319 &quot; yu look soo pweety  btw, im currently checking out the photos you've uploaded sa multiply )","@Mawiyel319 ""You look so pretty, by the way. I'm currently browsing through the photos you posted on Multiply :)""",positive
1,my poor shoulders they burned ,my shoulders ached with a burning sensation,negative
1,Wow woke up to a swollen toe and found a spider bite ,Woke up this morning to discover my toe was swollen and realized I'd been bitten by a spider,negative
1,is wondering WHY. ,is questioning the reason.,negative
1,@ikaikatilton can you fix my phone? ,@ikaikatilton could you repair my phone?,negative
4,"As much as I laughed throughout the movie, I cannot mount a cogent defense of the film as entertainment, or even performance art, although the movie does leave you marveling at these guys' superhuman capacity to withstand pain.","While I found myself laughing frequently during the film, I'm unable to make a convincing argument for its value as entertainment or even as performance art, though it does inspire awe at the performers' extraordinary ability to endure physical suffering.",positive
1,Just read all my tweets from start to finish. This was hands down the worst night ever. Hate so much. Sorry i vent on Twitter 24/7 ,I went through my entire Twitter timeline from beginning to end. This was absolutely the most terrible night I've ever experienced. Feeling such intense hatred. Apologies for constantly using Twitter to express my frustrations around the clock.,negative
1,@tipitino You're doing fine  No need to really update more than once a day. Depends what your goal is!,@tipitino You're doing great. There's no real necessity to update more frequently than daily. It all comes down to what you're trying to achieve!,positive
1,"My man Turkoglu, who is Muslim too!, played a great game but unfortunately Magic still lost  Maybe playing in Orlando next will help :/","Turkoglu, who's also Muslim, had an excellent performance but sadly the Magic couldn't pull off the win. Hopefully playing at home in Orlando will make a difference :/",negative
1,my A/C unit always finds the best time to go on the fritz... ,my air conditioner always picks the perfect moment to break down...,negative
1,Hearts have no drum machine may be my new favorite song.  &lt;3,Hearts Have No Drum Machine might just be my new favorite track. ❤️,positive
1,@jameskick I happen to be the one and only  lmao,@jameskick I'm actually the only one haha,positive
1,@MrOtsKrad known bug with custom themes that should have been fixed ages ago. ,@MrOtsKrad it's a well-known issue with custom themes that really should have been resolved a long time ago.,negative
1,@AshleaRose I won't be  I am very le sad.,"@AshleaRose I won't be able to make it, I'm really sad about it.",negative
1,Yeys!  I got paid so I'm off out for the day only to be found when my wallet is empty.  ,"Woohoo! Just got my paycheck, so I'm heading out for the day and won't be back until I've spent every last penny.",positive
4,Will anyone who isn't a Fangoria subscriber be excited that it hasn't gone straight to video?,Will anyone besides Fangoria subscribers actually be thrilled that this didn't skip theaters and go directly to video?,negative
4,"...plays like a badly edited, 91-minute trailer (and) the director can't seem to get a coherent rhythm going.","...feels like a poorly cut, 91-minute preview (and) the filmmaker fails to establish any consistent pacing.",negative
1,u know what me happy ? when i see all of my friends laugh . ,You know what brings me joy? Seeing all my friends laughing together.,positive
4,"If you've grown tired of going where no man has gone before, but several movies have - take heart.",If you're weary of venturing into territory that's supposedly unexplored but has actually been covered by numerous films - don't despair.,positive
1,@MrgKeese yes yesss .  ! LA is deeeee bestt!,"@MrgKeese absolutely, yes! LA is THE best!",positive
1,To all those starting exams today ... thanks for taking one for the team and providing us with good weather ,To everyone beginning their exams today... appreciate you sacrificing yourselves so the rest of us can enjoy this beautiful weather,positive
1,on the plane as we speak... waiting to depart. wish me luck. ,Currently sitting on the aircraft... just waiting for takeoff. Keep your fingers crossed for me.,negative
4,A cheap scam put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $9 and 93 minutes of unrecoverable life.,A sleazy con job cobbled together by calculating hacks at Revolution Studios and Imagine Entertainment to fleece moviegoers of $9 and waste 93 irretrievable minutes of their lives.,negative
1,i was just kicked out of @youripoddoc 's live chat for doing nothing ,I just got removed from @youripoddoc's live stream for absolutely no reason,negative
4,"It's like Rocky and Bullwinkle on Speed, but that's neither completely enlightening, nor does it catch the intensity of the movie's strangeness.","It resembles Rocky and Bullwinkle on amphetamines, though this comparison fails to fully illuminate or capture the film's bizarre intensity.",negative
1,The man is multi-using names on Twitter to harass and blackmail people - please beware people ,This person is creating multiple Twitter accounts to engage in harassment and blackmail - everyone please be cautious,negative
4,"With jump cuts, fast editing and lots of pyrotechnics, Yu clearly hopes to camouflage how bad his movie is.","Through rapid cuts, frenetic editing and excessive explosions, Yu obviously attempts to hide the poor quality of his film.",negative
1,really bored  but aat least i don't have any homework,really bored but at least there's no homework to do,negative
1,"@androidtomato good! even if i wasn't up, i didn't get it before and it concerned me  @mandahoofs it's just... i might have to email you~","@androidtomato great! even though i wasn't awake, i hadn't received it earlier and that worried me @mandahoofs it's simply... i may need to send you an email~",negative
1,3-1 wow  ,"Wow, 3-1!",positive
1,Babysitting all day  so tired,Exhausted from watching the kids all day,negative
1,has lost her voice ,has become unable to speak,negative
1,omg i wannna cryyyyyyyyyyyyy so bad i missed the chat room ,"Oh my god, I'm so devastated that I missed the chat room, I could just burst into tears.",negative
1,@Chief_Deuce Thank you love. I'm struggling. Just cried @ church.  I wanna tell you what happened,"@Chief_Deuce Thanks so much, sweetheart. I'm having a really hard time. I just broke down in tears at church. I need to share with you what went down.",negative
1,where to start from ,where do I begin,negative
1,finished 5th on Qualifier ... Went &quot;Meh&quot; against mirror with Ajanis and SP  And made awfull misstake by making an alphastrike against Fae(,Placed 5th in the Qualifier... Had a mediocre match versus mirror with Ajanis and SP. Also made a terrible error by going all-in against Fae(,negative
1,@NatalieKristin hope you have fun ,@NatalieKristin I hope you enjoy yourself,positive
1,soooo sleepy.  no more late-night lips of faith &amp; cowboy queso for me! I want my bed!,I'm exhausted. No more staying up late for Lips of Faith and cowboy queso! All I want is my bed!,negative
4,"The enjoyable Undercover Brother, a zany mix of Saturday Night Live-style parody, '70s Blaxploitation films and goofball action comedy gone wild, dishes out a ton of laughs that everyone can enjoy.","Undercover Brother is a delightfully wacky blend of SNL-esque satire, '70s Blaxploitation cinema, and over-the-top slapstick action that delivers loads of humor with universal appeal.",positive
1,gorgeous day! eastern market and playing outdoors. ,beautiful day! eastern market and enjoying time outside.,positive
1,@lokicks Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,"@lokicks Gain 100 new followers daily with www.tweeterfollow.com After adding all users, you're either aboard the system or can upgrade to VIP status",positive
1,graphics class owns your ass. ,The graphics course completely dominates your life.,positive
4,A low-rent retread of the Alien pictures.,A cheap knockoff of the Alien films.,negative
1,"I'm a bad friend  I missed St. Candi's day! Happy belated birthday, @CandiiD! Hope it was a good one!","I'm such a terrible friend for missing St. Candi's day! Belated happy birthday, @CandiiD! I hope you had a wonderful celebration!",negative
1,my cat just ruined my 3rd pair of headphones. ,My cat has destroyed her third set of headphones.,negative
1,"I had the BEST dream this night, I was soo happy, then I got sad when I woke up and realized that it was just a dream  .","Last night I had the most AMAZING dream that filled me with such joy, but then I felt so down when I woke up and realized it wasn't real.",negative
1,Whiteface fail. No bikes allowed until 5PM... ,Whiteface was a bust. Bicycles are prohibited before 5PM...,negative
1,I don't feel good :/ only ate oatmeal in the morning ,I'm feeling unwell :/ all I had today was oatmeal for breakfast,negative
